31176738259,0
31176738259,0
53747865368,0
29078520627,1
31176738259,0
48227077504,0
49304545568,1
31132971886,0
8654946670,1
18869944636,0
57079786396,1
53747865369,0
10020389465,1
62280558141,0
12419914365,1
53747865370,0
62596738010,1
53747865371,0
66648264539,1
31132971886,0
188226538,0
31132971886,0
31132971886,0
31132971886,0
8654946794,1
56533846510,1
66648264622,1
18869944526,1
31132971886,0
14126511246,1
53747865372,0
57079786258,0
45951546450,1
57079786258,0
31132971886,0
31132971886,0
31132971886,0
14126510958,1
31132971885,0
31132971886,0
31132971886,0
8654946798,1
37254350510,1
31132971885,0
13414591341,1
57079786258,0
57079786258,0
45951546450,1
53747865373,0
51646704253,1
53747865373,0
52760842429,1
57079786258,0
12419914578,1
31132971886,0
31132971886,0
39806723173,0
26673674712,0
39806723173,0
42869482213,1
62596738021,1
9888422251,0
51646704139,1
10020389465,0
10020389469,0
10020389468,0
62280558088,0
10020389470,0
10020389469,0
22607583560,1
26673674790,0
26673674790,0
53747865374,0
53747865374,0
48227077534,1
53747865374,0
53747865374,0
48227077534,1
53747865375,0
53747865376,0
8627957536,1
53747865376,0
53747865374,0
53747865374,0
53747865374,0
8654946750,1
63686020274,0
53747865374,0
53747865374,0
12419914430,1
37254350526,1
63686020274,0
53747865376,0
53747865376,0
14126510883,0
53747865376,0
57079786400,1
53747865374,0
39806723380,0
42869482091,0
53328664171,1
10020389465,0
10020389483,0
56533846507,1
50917059328,0
63686020275,0
53747865374,0
53747865374,0
53747865374,0
29078520627,1
53747865374,0
63686020276,0
32722054388,1
63686020277,0
22607583573,1
63686020277,0
53747865374,0
53747865374,0
53747865374,0
12657973150,1
57079786430,1
33482424958,0
53747865374,0
53747865374,0
33482424958,0
63686020278,0
63686020277,0
63686020277,0
53328664213,1
63686020279,0
38775889990,0
38775889990,0
22754439558,1
22607583654,1
9888422278,0
22607583618,0
57599493826,1
3927990999,0
22607583620,0
8654946628,1
47051181272,0
50689732184,1
57599494139,0
9888422280,0
55924911240,1
63686020279,0
63686020280,0
63686020279,0
63686020279,0
63686020279,0
57079786423,1
57079786423,1
63686020279,0
57079786423,1
50917059750,0
50917059750,0
63686020281,0
8654947033,1
63686020281,0
63686020282,0
63686020279,0
63686020279,0
63686020279,0
31095211447,1
9888422280,0
3369238984,1
63686020279,0
63686020279,0
8627957623,1
9888422280,0
67575599048,1
63686020283,0
63686020282,0
63686020279,0
63686020279,0
8654946903,1
35455120726,0
33482424960,0
33482424960,0
9888422294,1
62596738016,1
35455120726,0
39806722912,0
38323514732,0
22754439564,1
62280557740,0
10020389465,0
53328664025,1
63686020284,0
54015611966,0
22607583550,1
63686020285,0
63686020286,0
63686020287,0
8654946815,1
63686020279,0
63686020279,0
63686020288,0
8654947031,1
63686020279,0
635686327,1
63686020289,0
63686020289,0
63686020290,0
47634316258,1
63686020290,0
63686020279,0
63686020279,0
63686020279,0
47634316279,1
63686020280,0
63686020279,0
63686020279,0
57079786552,1
14710837111,1
14710837111,1
63686020280,0
63686020291,0
63686020290,0
57079786594,1
63686020290,0
63686020288,0
52080782024,0
12419914408,1
52080782024,0
8654946678,0
47051181352,1
8654946678,0
63686020288,0
63686020288,0
63686020288,0
62596738048,1
63686020288,0
33482425024,1
63686020292,0
63686020293,0
18869944965,1
63686020293,0
63686020288,0
63686020288,0
63686020288,0
62596738048,1
63686020287,0
44570823776,1
45951546207,1
63686020288,0
63686020288,0
14710837056,1
63686020287,0
31205423967,1
63686020294,0
63686020293,0
63686020294,0
57599493957,1
63686020293,0
63686020293,0
29078520677,1
63686020288,0
57879702133,0
57879702135,0
188226500,0
47233107863,1
188226501,0
63686020295,0
188226499,0
54301402095,0
8654946723,1
57079786575,1
188226502,0
188226500,0
63686020296,0
63686020297,0
40979209638,1
188226501,0
40979209993,1
18869944744,1
63686020298,0
63686020295,0
63686020298,0
57599493838,0
63686020288,0
63686020288,0
63686020288,0
63686020299,0
47233107904,1
37254350496,1
14126510923,1
63686020299,0
63686020299,0
63686020300,0
63686020301,0
63686020301,0
39806723405,1
63686020301,0
63686020299,0
63686020299,0
63686020299,0
55924911147,1
63686020302,0
63686020299,0
54301402155,1
63686020299,0
63686020302,0
47051181291,1
63686020303,0
63686020303,0
63686020301,0
12419914477,1
45951546207,0
63686020299,0
22607583627,1
63686020304,0
32021933385,0
57599493936,1
63686020305,0
3927990993,1
50917059700,0
47051181524,1
63686020299,0
22607583691,1
63686020306,0
63686020299,0
63686020299,0
63686020299,0
57599493931,1
63686020299,0
63686020307,0
63686020307,0
57599493939,1
63686020308,0
12657973460,1
63686020308,0
63686020299,0
63686020299,0
63686020299,0
50917059700,0
63686020299,0
63686020299,0
38775890027,1
50917059700,0
63686020308,0
63686020308,0
63686020309,0
8654946645,1
63686020309,0
34534697621,1
63686020308,0
54301402068,1
48227077504,0
63686020310,0
57599493942,1
14710837002,0
14710837001,0
29107545291,0
14710837003,0
62280557833,0
63686020310,0
51646704246,1
63686020311,0
63686020310,0
63686020310,0
63686020310,0
14710837174,1
63686020310,0
63686020312,0
40979210008,1
63686020312,0
40979210008,1
10619086997,0
10619086997,0
63686020310,0
63686020310,0
63686020310,0
14126511253,1
63686020306,0
53122084946,1
63686020310,0
63686020310,0
57079786422,1
12657973176,0
44570823768,1
10619086997,0
10619086997,0
63686020313,0
63686020313,0
10619086997,0
63686020310,0
63686020310,0
10619086864,0
10619087044,0
10619087044,0
